RANK	SYL	COUNT	P(Syl)     	Sum(P(Syl))
4794	tskE6n	1	0.0000009895	0.9917349729
4795	tsjUm	1	0.0000009895	0.9917359624
4796	tsj2:s	1	0.0000009895	0.9917369519
4797	tsi:r	1	0.0000009895	0.9917379414
4798	tsi:g	1	0.0000009895	0.9917389308
4799	tsi:Nsv	1	0.0000009895	0.9917399203
4800	tsi:N	1	0.0000009895	0.9917409098
4801	tsfo:6	1	0.0000009895	0.9917418992
4802	tsfE:	1	0.0000009895	0.9917428887
4803	tse:t	1	0.0000009895	0.9917438782
4804	tse:s	1	0.0000009895	0.9917448676
4805	tsat	1	0.0000009895	0.9917458571
4806	tsapf	1	0.0000009895	0.9917468466
4807	tsamt	1	0.0000009895	0.9917478360
4808	tsaIts	1	0.0000009895	0.9917488255
4809	tsa:m	1	0.0000009895	0.9917498150
4810	tsYn	1	0.0000009895	0.9917508044
4811	tsYl	1	0.0000009895	0.9917517939
4812	tsYkt	1	0.0000009895	0.9917527834
4813	tsUx	1	0.0000009895	0.9917537728
4814	tsUpft	1	0.0000009895	0.9917547623
4815	tsUp	1	0.0000009895	0.9917557518
4816	tsUk	1	0.0000009895	0.9917567412
4817	tsUS	1	0.0000009895	0.9917577307
4818	tsQu:6	1	0.0000009895	0.9917587202
4819	tsQo:	1	0.0000009895	0.9917597097
4820	tsQe	1	0.0000009895	0.9917606991
4821	tsQan	1	0.0000009895	0.9917616886
4822	tsOl	1	0.0000009895	0.9917626781
4823	tsOk	1	0.0000009895	0.9917636675
4824	tsOfs	1	0.0000009895	0.9917646570
4825	tsOYt	1	0.0000009895	0.9917656465
4826	tsOYm	1	0.0000009895	0.9917666359
4827	tsOYkt	1	0.0000009895	0.9917676254
4828	tsImC	1	0.0000009895	0.9917686149
4829	tsINjs	1	0.0000009895	0.9917696043
4830	tsEr	1	0.0000009895	0.9917705938
4831	tsEpt	1	0.0000009895	0.9917715833
4832	tsE:l	1	0.0000009895	0.9917725727
4833	try:	1	0.0000009895	0.9917735622
4834	truNk	1	0.0000009895	0.9917745517
4835	tru:k	1	0.0000009895	0.9917755411
4836	tro:s	1	0.0000009895	0.9917765306
4837	tro:f	1	0.0000009895	0.9917775201
4838	tre:n	1	0.0000009895	0.9917785095
4839	tran	1	0.0000009895	0.9917794990
4840	traUt	1	0.0000009895	0.9917804885
4841	traUns	1	0.0000009895	0.9917814779
4842	traIpt	1	0.0000009895	0.9917824674
4843	tra:p	1	0.0000009895	0.9917834569
4844	tra:kt	1	0.0000009895	0.9917844464
4845	trUp	1	0.0000009895	0.9917854358
4846	trOYt	1	0.0000009895	0.9917864253
4847	trIk	1	0.0000009895	0.9917874148
4848	trICt	1	0.0000009895	0.9917884042
4849	trEnh	1	0.0000009895	0.9917893937
4850	trEkt	1	0.0000009895	0.9917903832
4851	trEk	1	0.0000009895	0.9917913726
4852	trE:s	1	0.0000009895	0.9917923621
4853	trE:n	1	0.0000009895	0.9917933516
4854	to:t	1	0.0000009895	0.9917943410
4855	to:sts	1	0.0000009895	0.9917953305
4856	to:m	1	0.0000009895	0.9917963200
4857	tls	1	0.0000009895	0.9917973094
4858	tju:t	1	0.0000009895	0.9917982989
4859	tjal	1	0.0000009895	0.9917992884
4860	tjE:	1	0.0000009895	0.9918002778
4861	ti:t	1	0.0000009895	0.9918012673
4862	ti:p	1	0.0000009895	0.9918022568
4863	ti:ns	1	0.0000009895	0.9918032462
4864	ti:fs	1	0.0000009895	0.9918042357
4865	ti:Ct	1	0.0000009895	0.9918052252
4866	ti:Cs	1	0.0000009895	0.9918062147
4867	ti:6d	1	0.0000009895	0.9918072041
4868	tf	1	0.0000009895	0.9918081936
4869	te:ls	1	0.0000009895	0.9918091831
4870	taxt	1	0.0000009895	0.9918101725
4871	tans	1	0.0000009895	0.9918111620
4872	taks	1	0.0000009895	0.9918121515
4873	taUt	1	0.0000009895	0.9918131409
4874	ta:lt	1	0.0000009895	0.9918141304
4875	ta:ls	1	0.0000009895	0.9918151199
4876	ta:gN	1	0.0000009895	0.9918161093
4877	ta:d	1	0.0000009895	0.9918170988
4878	tYs	1	0.0000009895	0.9918180883
4879	tYk	1	0.0000009895	0.9918190777
4880	tY6	1	0.0000009895	0.9918200672
4881	tUms	1	0.0000009895	0.9918210567
4882	tUls	1	0.0000009895	0.9918220461
4883	tUk	1	0.0000009895	0.9918230356
4884	tSte:t	1	0.0000009895	0.9918240251
4885	tStat	1	0.0000009895	0.9918250145
4886	tStan	1	0.0000009895	0.9918260040
4887	tStUn	1	0.0000009895	0.9918269935
4888	tStEt	1	0.0000009895	0.9918279829
4889	tSpl	1	0.0000009895	0.9918289724
4890	tSpi:l	1	0.0000009895	0.9918299619
4891	tSo:	1	0.0000009895	0.9918309514
4892	tSe:t	1	0.0000009895	0.9918319408
4893	tSat	1	0.0000009895	0.9918329303
4894	tSar	1	0.0000009895	0.9918339198
4895	tSants	1	0.0000009895	0.9918349092
4896	tSant	1	0.0000009895	0.9918358987
4897	tSam	1	0.0000009895	0.9918368882
4898	tSafts	1	0.0000009895	0.9918378776
4899	tSaIt	1	0.0000009895	0.9918388671
4900	tSa:rt	1	0.0000009895	0.9918398566
4901	tSa:ls	1	0.0000009895	0.9918408460
4902	tSa	1	0.0000009895	0.9918418355
4903	tSYts	1	0.0000009895	0.9918428250
4904	tSQE	1	0.0000009895	0.9918438144
4905	tSIk	1	0.0000009895	0.9918448039
4906	tSEkt	1	0.0000009895	0.9918457934
4907	tS@s	1	0.0000009895	0.9918467828
4908	tQaUf	1	0.0000009895	0.9918477723
4909	tQO6t	1	0.0000009895	0.9918487618
4910	tQEnt	1	0.0000009895	0.9918497512
4911	tQ9f	1	0.0000009895	0.9918507407
4912	tOps	1	0.0000009895	0.9918517302
4913	tOn	1	0.0000009895	0.9918527197
4914	tOYp	1	0.0000009895	0.9918537091
4915	tON	1	0.0000009895	0.9918546986
4916	tO6st	1	0.0000009895	0.9918556881
4917	tO6m	1	0.0000009895	0.9918566775
4918	tIns	1	0.0000009895	0.9918576670
4919	tIm	1	0.0000009895	0.9918586565
4920	tIkst	1	0.0000009895	0.9918596459
4921	tIj	1	0.0000009895	0.9918606354
4922	tElts	1	0.0000009895	0.9918616249
4923	tEf	1	0.0000009895	0.9918626143
4924	tEN	1	0.0000009895	0.9918636038
4925	tE6m	1	0.0000009895	0.9918645933
4926	t@r	1	0.0000009895	0.9918655827
4927	t@nt	1	0.0000009895	0.9918665722
4928	t@ls	1	0.0000009895	0.9918675617
4929	t9lts	1	0.0000009895	0.9918685511
4930	t6C	1	0.0000009895	0.9918695406
4931	szEl	1	0.0000009895	0.9918705301
4932	svi:	1	0.0000009895	0.9918715195
4933	svants	1	0.0000009895	0.9918725090
4934	svans	1	0.0000009895	0.9918734985
4935	sv9f	1	0.0000009895	0.9918744880
4936	suf	1	0.0000009895	0.9918754774
4937	stse	1	0.0000009895	0.9918764669
4938	stre:	1	0.0000009895	0.9918774564
4939	stra:	1	0.0000009895	0.9918784458
4940	strEf	1	0.0000009895	0.9918794353
4941	stju6	1	0.0000009895	0.9918804248
4942	ste:t	1	0.0000009895	0.9918814142
4943	sta:rs	1	0.0000009895	0.9918824037
4944	sta:k	1	0.0000009895	0.9918833932
4945	stOb	1	0.0000009895	0.9918843826
4946	stEr	1	0.0000009895	0.9918853721
4947	ssi:	1	0.0000009895	0.9918863616
4948	ssUm	1	0.0000009895	0.9918873510
4949	ss	1	0.0000009895	0.9918883405
4950	splat	1	0.0000009895	0.9918893300
4951	spla:n	1	0.0000009895	0.9918903194
4952	splEt	1	0.0000009895	0.9918913089
4953	spe:s	1	0.0000009895	0.9918922984
4954	spe	1	0.0000009895	0.9918932878
4955	spa:r	1	0.0000009895	0.9918942773
4956	so:p	1	0.0000009895	0.9918952668
4957	snh	1	0.0000009895	0.9918962562
4958	snax	1	0.0000009895	0.9918972457
4959	snar	1	0.0000009895	0.9918982352
4960	snan	1	0.0000009895	0.9918992247
4961	snals	1	0.0000009895	0.9919002141
4962	snaIt	1	0.0000009895	0.9919012036
4963	snaI	1	0.0000009895	0.9919021931
4964	snUts	1	0.0000009895	0.9919031825
4965	snOps	1	0.0000009895	0.9919041720
4966	snOp	1	0.0000009895	0.9919051615
4967	snIts	1	0.0000009895	0.9919061509
4968	snEk	1	0.0000009895	0.9919071404
4969	sn@s	1	0.0000009895	0.9919081299
4970	smu:T	1	0.0000009895	0.9919091193
4971	sma	1	0.0000009895	0.9919101088
4972	slt	1	0.0000009895	0.9919110983
4973	slOt	1	0.0000009895	0.9919120877
4974	slIN	1	0.0000009895	0.9919130772
4975	skraN	1	0.0000009895	0.9919140667
4976	ska:	1	0.0000009895	0.9919150561
4977	skEps	1	0.0000009895	0.9919160456
4978	sjo:m	1	0.0000009895	0.9919170351
4979	sjo:N	1	0.0000009895	0.9919180245
4980	sjOt	1	0.0000009895	0.9919190140
4981	sj96k	1	0.0000009895	0.9919200035
4982	si:f	1	0.0000009895	0.9919209930
4983	sge:	1	0.0000009895	0.9919219824
4984	sfYnf	1	0.0000009895	0.9919229719
4985	se:nt	1	0.0000009895	0.9919239614
4986	se:l	1	0.0000009895	0.9919249508
4987	se	1	0.0000009895	0.9919259403
4988	sbo:	1	0.0000009895	0.9919269298
4989	sa~:	1	0.0000009895	0.9919279192
4990	saz	1	0.0000009895	0.9919289087
4991	sasst	1	0.0000009895	0.9919298982
4992	sal	1	0.0000009895	0.9919308876
4993	saUnt	1	0.0000009895	0.9919318771
4994	saIz	1	0.0000009895	0.9919328666
4995	saIns	1	0.0000009895	0.9919338560
4996	saIn	1	0.0000009895	0.9919348455
4997	saId	1	0.0000009895	0.9919358350
4998	saIN	1	0.0000009895	0.9919368244
4999	sa:xt	1	0.0000009895	0.9919378139
5000	sa:m	1	0.0000009895	0.9919388034
5001	sa:ks	1	0.0000009895	0.9919397928
5002	sYkt	1	0.0000009895	0.9919407823
5003	sUx	1	0.0000009895	0.9919417718
5004	sU6	1	0.0000009895	0.9919427612
5005	sQEs	1	0.0000009895	0.9919437507
5006	sQEn	1	0.0000009895	0.9919447402
5007	sOlQ	1	0.0000009895	0.9919457297
5008	sON	1	0.0000009895	0.9919467191
5009	sO6	1	0.0000009895	0.9919477086
5010	sIg	1	0.0000009895	0.9919486981
5011	sICt	1	0.0000009895	0.9919496875
5012	sElps	1	0.0000009895	0.9919506770
5013	sEkst	1	0.0000009895	0.9919516665
5014	sEf	1	0.0000009895	0.9919526559
5015	sE6n	1	0.0000009895	0.9919536454
5016	sE6b	1	0.0000009895	0.9919546349
5017	sE	1	0.0000009895	0.9919556243
5018	s@t	1	0.0000009895	0.9919566138
5019	s@m	1	0.0000009895	0.9919576033
5020	s@lt	1	0.0000009895	0.9919585927
5021	s9r	1	0.0000009895	0.9919595822
5022	ry:t	1	0.0000009895	0.9919605717
5023	ru:s	1	0.0000009895	0.9919615611
5024	ros	1	0.0000009895	0.9919625506
5025	rol	1	0.0000009895	0.9919635401
5026	rit	1	0.0000009895	0.9919645295
5027	ril	1	0.0000009895	0.9919655190
5028	ri:t	1	0.0000009895	0.9919665085
5029	ri:m	1	0.0000009895	0.9919674980
5030	ren	1	0.0000009895	0.9919684874
5031	rel	1	0.0000009895	0.9919694769
5032	re:b	1	0.0000009895	0.9919704664
5033	re:Ct	1	0.0000009895	0.9919714558
5034	ram	1	0.0000009895	0.9919724453
5035	ralf	1	0.0000009895	0.9919734348
5036	raUpt	1	0.0000009895	0.9919744242
5037	raUSt	1	0.0000009895	0.9919754137
5038	raIss	1	0.0000009895	0.9919764032
5039	raIsp	1	0.0000009895	0.9919773926
5040	raInt	1	0.0000009895	0.9919783821
5041	raInSs	1	0.0000009895	0.9919793716
5042	raIjt	1	0.0000009895	0.9919803610
5043	raIh	1	0.0000009895	0.9919813505
5044	raISt	1	0.0000009895	0.9919823400
5045	raICst	1	0.0000009895	0.9919833294
5046	ra:~s	1	0.0000009895	0.9919843189
5047	ra:tS	1	0.0000009895	0.9919853084
5048	ra:st	1	0.0000009895	0.9919862978
5049	ra:pt	1	0.0000009895	0.9919872873
5050	ra:kt	1	0.0000009895	0.9919882768
5051	rYl	1	0.0000009895	0.9919892663
5052	rQa	1	0.0000009895	0.9919902557
5053	rQO6t	1	0.0000009895	0.9919912452
5054	rO~	1	0.0000009895	0.9919922347
5055	rOx	1	0.0000009895	0.9919932241
5056	rOms	1	0.0000009895	0.9919942136
5057	rOYs	1	0.0000009895	0.9919952031
5058	rOYn	1	0.0000009895	0.9919961925
5059	rItst	1	0.0000009895	0.9919971820
5060	rIls	1	0.0000009895	0.9919981715
5061	rIg	1	0.0000009895	0.9919991609
5062	rICs	1	0.0000009895	0.9920001504
5063	rEstC	1	0.0000009895	0.9920011399
5064	rEss	1	0.0000009895	0.9920021293
5065	rEp	1	0.0000009895	0.9920031188
5066	rES	1	0.0000009895	0.9920041083
5067	rENkt	1	0.0000009895	0.9920050977
5068	r@t	1	0.0000009895	0.9920060872
5069	r@p	1	0.0000009895	0.9920070767
5070	r@nf	1	0.0000009895	0.9920080661
5071	r@Uf	1	0.0000009895	0.9920090556
5072	r9s	1	0.0000009895	0.9920100451
5073	r2:s	1	0.0000009895	0.9920110345
5074	pstm	1	0.0000009895	0.9920120240
5075	pstQu:6	1	0.0000009895	0.9920130135
5076	psfo:6	1	0.0000009895	0.9920140030
5077	psfe:6	1	0.0000009895	0.9920149924
5078	psEn	1	0.0000009895	0.9920159819
5079	psE6	1	0.0000009895	0.9920169714
5080	ps@l	1	0.0000009895	0.9920179608
5081	ps@	1	0.0000009895	0.9920189503
5082	pro:t	1	0.0000009895	0.9920199398
5083	pro:s	1	0.0000009895	0.9920209292
5084	pro:pt	1	0.0000009895	0.9920219187
5085	pri:n	1	0.0000009895	0.9920229082
5086	prem	1	0.0000009895	0.9920238976
5087	pralt	1	0.0000009895	0.9920248871
5088	praUxt	1	0.0000009895	0.9920258766
5089	praUn	1	0.0000009895	0.9920268660
5090	praIz	1	0.0000009895	0.9920278555
5091	praIt	1	0.0000009895	0.9920288450
5092	pra:n	1	0.0000009895	0.9920298344
5093	pra:k	1	0.0000009895	0.9920308239
5094	pra	1	0.0000009895	0.9920318134
5095	prYk	1	0.0000009895	0.9920328028
5096	prOn	1	0.0000009895	0.9920337923
5097	prOmpt	1	0.0000009895	0.9920347818
5098	prOY	1	0.0000009895	0.9920357713
5099	prIt	1	0.0000009895	0.9920367607
5100	prIs	1	0.0000009895	0.9920377502
5101	prIns	1	0.0000009895	0.9920387397
5102	prIm	1	0.0000009895	0.9920397291
5103	prE:k	1	0.0000009895	0.9920407186
5104	pr@m	1	0.0000009895	0.9920417081
5105	pr2:	1	0.0000009895	0.9920426975
5106	plo:m	1	0.0000009895	0.9920436870
5107	pli:s	1	0.0000009895	0.9920446765
5108	ple	1	0.0000009895	0.9920456659
5109	plaI	1	0.0000009895	0.9920466554
5110	pla:ns	1	0.0000009895	0.9920476449
5111	pla:nh	1	0.0000009895	0.9920486343
5112	pla:k	1	0.0000009895	0.9920496238
5113	pla:g	1	0.0000009895	0.9920506133
5114	plOs	1	0.0000009895	0.9920516027
5115	plIs	1	0.0000009895	0.9920525922
5116	plIf	1	0.0000009895	0.9920535817
5117	plIS	1	0.0000009895	0.9920545711
5118	plE6	1	0.0000009895	0.9920555606
5119	plE	1	0.0000009895	0.9920565501
5120	pi:r	1	0.0000009895	0.9920575395
5121	pfle:kt	1	0.0000009895	0.9920585290
5122	pfle:Ct	1	0.0000009895	0.9920595185
5123	pfle:	1	0.0000009895	0.9920605080
5124	pflas	1	0.0000009895	0.9920614974
5125	pflants	1	0.0000009895	0.9920624869
5126	pflaU	1	0.0000009895	0.9920634764
5127	pflIC	1	0.0000009895	0.9920644658
5128	pfi:6	1	0.0000009895	0.9920654553
5129	pfaN	1	0.0000009895	0.9920664448
5130	pfa:r	1	0.0000009895	0.9920674342
5131	pfO6ts	1	0.0000009895	0.9920684237
5132	pfIt	1	0.0000009895	0.9920694132
5133	pfIf	1	0.0000009895	0.9920704026
5134	pf@l	1	0.0000009895	0.9920713921
5135	pf	1	0.0000009895	0.9920723816
5136	pe:tS	1	0.0000009895	0.9920733710
5137	pe:dZ	1	0.0000009895	0.9920743605
5138	pe6	1	0.0000009895	0.9920753500
5139	paps	1	0.0000009895	0.9920763394
5140	pUmp	1	0.0000009895	0.9920773289
5141	pUk	1	0.0000009895	0.9920783184
5142	pUNks	1	0.0000009895	0.9920793078
5143	pU	1	0.0000009895	0.9920802973
5144	pSta	1	0.0000009895	0.9920812868
5145	pSaf	1	0.0000009895	0.9920822763
5146	pSUs	1	0.0000009895	0.9920832657
5147	pOt	1	0.0000009895	0.9920842552
5148	pOsts	1	0.0000009895	0.9920852447
5149	pOn	1	0.0000009895	0.9920862341
5150	pOl	1	0.0000009895	0.9920872236
5151	pOYnt	1	0.0000009895	0.9920882131
5152	pIn	1	0.0000009895	0.9920892025
5153	pIkt	1	0.0000009895	0.9920901920
5154	pIk	1	0.0000009895	0.9920911815
5155	pINk	1	0.0000009895	0.9920921709
5156	pEts	1	0.0000009895	0.9920931604
5157	pEp	1	0.0000009895	0.9920941499
5158	pE:6	1	0.0000009895	0.9920951393
5159	p9t	1	0.0000009895	0.9920961288
5160	p9s	1	0.0000009895	0.9920971183
5161	o:p	1	0.0000009895	0.9920981077
5162	o:d	1	0.0000009895	0.9920990972
5163	nzr@m	1	0.0000009895	0.9921000867
5164	nzOns	1	0.0000009895	0.9921010761
5165	nz@l	1	0.0000009895	0.9921020656
5166	nz6	1	0.0000009895	0.9921030551
5167	ny:ks	1	0.0000009895	0.9921040445
5168	ny:C	1	0.0000009895	0.9921050340
5169	nva:r	1	0.0000009895	0.9921060235
5170	nvIC	1	0.0000009895	0.9921070130
5171	ntsl	1	0.0000009895	0.9921080024
5172	ntsIC	1	0.0000009895	0.9921089919
5173	ntrIts	1	0.0000009895	0.9921099814
5174	ntrI	1	0.0000009895	0.9921109708
5175	ntn	1	0.0000009895	0.9921119603
5176	nti	1	0.0000009895	0.9921129498
5177	nta:k	1	0.0000009895	0.9921139392
5178	ntSEk	1	0.0000009895	0.9921149287
5179	ntEn	1	0.0000009895	0.9921159182
5180	ntC	1	0.0000009895	0.9921169076
5181	nt@n	1	0.0000009895	0.9921178971
5182	nsvasst	1	0.0000009895	0.9921188866
5183	nsvantsC	1	0.0000009895	0.9921198760
5184	nsva	1	0.0000009895	0.9921208655
5185	nsti	1	0.0000009895	0.9921218550
5186	nstal	1	0.0000009895	0.9921228444
5187	nsr6	1	0.0000009895	0.9921238339
5188	nspEk	1	0.0000009895	0.9921248234
5189	nsl	1	0.0000009895	0.9921258128
5190	nsg@	1	0.0000009895	0.9921268023
5191	nsb@S	1	0.0000009895	0.9921277918
5192	nsb@	1	0.0000009895	0.9921287813
5193	nru:f	1	0.0000009895	0.9921297707
5194	nre:s	1	0.0000009895	0.9921307602
5195	nraIs	1	0.0000009895	0.9921317497
5196	nraIns	1	0.0000009895	0.9921327391
5197	nrI	1	0.0000009895	0.9921337286
5198	npla:n	1	0.0000009895	0.9921347181
5199	nof	1	0.0000009895	0.9921357075
5200	no:r	1	0.0000009895	0.9921366970
5201	no:m	1	0.0000009895	0.9921376865
5202	no:6	1	0.0000009895	0.9921386759
5203	nkvar	1	0.0000009895	0.9921396654
5204	nju:	1	0.0000009895	0.9921406549
5205	nja	1	0.0000009895	0.9921416443
5206	ni:t	1	0.0000009895	0.9921426338
5207	ni:nst	1	0.0000009895	0.9921436233
5208	ni:n	1	0.0000009895	0.9921446127
5209	ni:m	1	0.0000009895	0.9921456022
5210	ni:l	1	0.0000009895	0.9921465917
5211	ni:k	1	0.0000009895	0.9921475811
5212	ni:6d	1	0.0000009895	0.9921485706
5213	nhalt	1	0.0000009895	0.9921495601
5214	nhUn	1	0.0000009895	0.9921505496
5215	ngYns	1	0.0000009895	0.9921515390
5216	ngSti:	1	0.0000009895	0.9921525285
5217	nfy:	1	0.0000009895	0.9921535180
5218	nfos	1	0.0000009895	0.9921545074
5219	nes	1	0.0000009895	0.9921554969
5220	ne:z	1	0.0000009895	0.9921564864
5221	ne:s	1	0.0000009895	0.9921574758
5222	ndrUk	1	0.0000009895	0.9921584653
5223	ndEks	1	0.0000009895	0.9921594548
5224	nd@	1	0.0000009895	0.9921604442
5225	nbi:	1	0.0000009895	0.9921614337
5226	nbdINt	1	0.0000009895	0.9921624232
5227	nants	1	0.0000009895	0.9921634126
5228	naNs	1	0.0000009895	0.9921644021
5229	naIk	1	0.0000009895	0.9921653916
5230	na:z	1	0.0000009895	0.9921663810
5231	na:xst	1	0.0000009895	0.9921673705
5232	na:xS	1	0.0000009895	0.9921683600
5233	na:ts	1	0.0000009895	0.9921693494
5234	na6ts	1	0.0000009895	0.9921703389
5235	nYst	1	0.0000009895	0.9921713284
5236	nYf	1	0.0000009895	0.9921723178
5237	nUndr	1	0.0000009895	0.9921733073
5238	nUnQ	1	0.0000009895	0.9921742968
5239	nUk	1	0.0000009895	0.9921752863
5240	nU6C	1	0.0000009895	0.9921762757
5241	nStra:l	1	0.0000009895	0.9921772652
5242	nStIC	1	0.0000009895	0.9921782547
5243	nStEk	1	0.0000009895	0.9921792441
5244	nSal	1	0.0000009895	0.9921802336
5245	nSaUn	1	0.0000009895	0.9921812231
5246	nQi	1	0.0000009895	0.9921822125
5247	nQan	1	0.0000009895	0.9921832020
5248	nQaUs	1	0.0000009895	0.9921841915
5249	nQaUf	1	0.0000009895	0.9921851809
5250	nQa:mt	1	0.0000009895	0.9921861704
5251	nQa:	1	0.0000009895	0.9921871599
5252	nQUts	1	0.0000009895	0.9921881493
5253	nQUns	1	0.0000009895	0.9921891388
5254	nQOn	1	0.0000009895	0.9921901283
5255	nQIn	1	0.0000009895	0.9921911177
5256	nQ	1	0.0000009895	0.9921921072
5257	nOYt	1	0.0000009895	0.9921930967
5258	nOYnsC	1	0.0000009895	0.9921940861
5259	nI6Nts	1	0.0000009895	0.9921950756
5260	nI6N	1	0.0000009895	0.9921960651
5261	nEm	1	0.0000009895	0.9921970546
5262	nEkst	1	0.0000009895	0.9921980440
5263	nES	1	0.0000009895	0.9921990335
5264	nE:6s	1	0.0000009895	0.9922000230
5265	nE:6n	1	0.0000009895	0.9922010124
5266	nE6v	1	0.0000009895	0.9922020019
5267	nE6f	1	0.0000009895	0.9922029914
5268	my:n	1	0.0000009895	0.9922039808
5269	my:d	1	0.0000009895	0.9922049703
5270	mu:6	1	0.0000009895	0.9922059598
5271	mt	1	0.0000009895	0.9922069492
5272	mst	1	0.0000009895	0.9922079387
5273	mo:s	1	0.0000009895	0.9922089282
5274	mne:Cs	1	0.0000009895	0.9922099176
5275	ml	1	0.0000009895	0.9922109071
5276	mi:r	1	0.0000009895	0.9922118966
5277	mi:m	1	0.0000009895	0.9922128860
5278	mge:	1	0.0000009895	0.9922138755
5279	mge	1	0.0000009895	0.9922148650
5280	matS	1	0.0000009895	0.9922158544
5281	mars	1	0.0000009895	0.9922168439
5282	marktp	1	0.0000009895	0.9922178334
5283	marks	1	0.0000009895	0.9922188228
5284	maUs	1	0.0000009895	0.9922198123
5285	maT	1	0.0000009895	0.9922208018
5286	maInd	1	0.0000009895	0.9922217913
5287	maIk	1	0.0000009895	0.9922227807
5288	maISp	1	0.0000009895	0.9922237702
5289	ma:rt	1	0.0000009895	0.9922247597
5290	ma:kst	1	0.0000009895	0.9922257491
5291	ma:d	1	0.0000009895	0.9922267386
5292	mYt	1	0.0000009895	0.9922277281
5293	mUm	1	0.0000009895	0.9922287175
5294	mUf	1	0.0000009895	0.9922297070
5295	mUNs	1	0.0000009895	0.9922306965
5296	mStEt	1	0.0000009895	0.9922316859
5297	mQap	1	0.0000009895	0.9922326754
5298	mOxt	1	0.0000009895	0.9922336649
5299	mOts	1	0.0000009895	0.9922346543
5300	mOl	1	0.0000009895	0.9922356438
5301	mOYn	1	0.0000009895	0.9922366333
5302	mOY	1	0.0000009895	0.9922376227
5303	mO6t	1	0.0000009895	0.9922386122
5304	mO6g	1	0.0000009895	0.9922396017
5305	mIz	1	0.0000009895	0.9922405911
5306	mIm	1	0.0000009895	0.9922415806
5307	mIlC	1	0.0000009895	0.9922425701
5308	mIks	1	0.0000009895	0.9922435596
5309	mICt	1	0.0000009895	0.9922445490
5310	mEtS	1	0.0000009895	0.9922455385
5311	mEnQ	1	0.0000009895	0.9922465280
5312	mEC	1	0.0000009895	0.9922475174
5313	mE:l	1	0.0000009895	0.9922485069
5314	mE:C	1	0.0000009895	0.9922494964
5315	mE6tS	1	0.0000009895	0.9922504858
5316	mE6s	1	0.0000009895	0.9922514753
5317	mE	1	0.0000009895	0.9922524648
5318	m@nt	1	0.0000009895	0.9922534542
5319	m9k	1	0.0000009895	0.9922544437
5320	m9S	1	0.0000009895	0.9922554332
5321	m96s	1	0.0000009895	0.9922564226
5322	m6l	1	0.0000009895	0.9922574121
5323	m2:k	1	0.0000009895	0.9922584016
5324	lut	1	0.0000009895	0.9922593910
5325	lu:p	1	0.0000009895	0.9922603805
5326	lu:6	1	0.0000009895	0.9922613700
5327	lo~:	1	0.0000009895	0.9922623594
5328	lo:p	1	0.0000009895	0.9922633489
5329	lo:g	1	0.0000009895	0.9922643384
5330	lo:6	1	0.0000009895	0.9922653279
5331	lju:	1	0.0000009895	0.9922663173
5332	li:tS	1	0.0000009895	0.9922673068
5333	li:r	1	0.0000009895	0.9922682963
5334	li:mmt	1	0.0000009895	0.9922692857
5335	li:g	1	0.0000009895	0.9922702752
5336	li:fs	1	0.0000009895	0.9922712647
5337	le:z	1	0.0000009895	0.9922722541
5338	le:nt	1	0.0000009895	0.9922732436
5339	le:C	1	0.0000009895	0.9922742331
5340	last	1	0.0000009895	0.9922752225
5341	lap	1	0.0000009895	0.9922762120
5342	laf	1	0.0000009895	0.9922772015
5343	laUx	1	0.0000009895	0.9922781909
5344	laS	1	0.0000009895	0.9922791804
5345	laNQ	1	0.0000009895	0.9922801699
5346	laIst	1	0.0000009895	0.9922811593
5347	laIptsC	1	0.0000009895	0.9922821488
5348	laIpts	1	0.0000009895	0.9922831383
5349	laIm	1	0.0000009895	0.9922841277
5350	laIl	1	0.0000009895	0.9922851172
5351	laIh	1	0.0000009895	0.9922861067
5352	la:tSt	1	0.0000009895	0.9922870961
5353	la:t	1	0.0000009895	0.9922880856
5354	la:ks	1	0.0000009895	0.9922890751
5355	la:h	1	0.0000009895	0.9922900646
5356	la:g	1	0.0000009895	0.9922910540
5357	lUp	1	0.0000009895	0.9922920435
5358	lUNk	1	0.0000009895	0.9922930330
5359	lQar	1	0.0000009895	0.9922940224
5360	lQaUf	1	0.0000009895	0.9922950119
5361	lQa	1	0.0000009895	0.9922960014
5362	lOfs	1	0.0000009895	0.9922969908
5363	lIz	1	0.0000009895	0.9922979803
5364	lIns	1	0.0000009895	0.9922989698
5365	lImp	1	0.0000009895	0.9922999592
5366	lINt	1	0.0000009895	0.9923009487
5367	lINs	1	0.0000009895	0.9923019382
5368	lINks	1	0.0000009895	0.9923029276
5369	lICs	1	0.0000009895	0.9923039171
5370	lEsp	1	0.0000009895	0.9923049066
5371	lEps	1	0.0000009895	0.9923058960
5372	lEm	1	0.0000009895	0.9923068855
5373	lEks	1	0.0000009895	0.9923078750
5374	lENst	1	0.0000009895	0.9923088644
5375	lENkt	1	0.0000009895	0.9923098539
5376	lENk	1	0.0000009895	0.9923108434
5377	lE:	1	0.0000009895	0.9923118329
5378	lE6C	1	0.0000009895	0.9923128223
5379	l@t	1	0.0000009895	0.9923138118
5380	l@nd	1	0.0000009895	0.9923148013
5381	l@U	1	0.0000009895	0.9923157907
5382	l@N	1	0.0000009895	0.9923167802
5383	l9s	1	0.0000009895	0.9923177697
5384	l9r	1	0.0000009895	0.9923187591
