ipa_trigram,frequency
f_n_g,2
f_m_p,2
f_m_ɔ,2
f_m_n,2
f_k_n,2
f_iː_z,2
f_iː_v,2
f_iː_ʊ,2
f_iː_p,2
f_iː_oː,2
f_iː_ɪ,2
f_iː_au,2
f_h_ʊ,2
f_h_au,2
f_g_ɪ,2
f_f_s,2
f_f_ai,2
f_ɛː_ɐ,2
f_ɛ_g,2
f_ə_yː,2
f_eː_v,2
f_eː_ʊ,2
f_eː_oː,2
f_eː_k,2
f_eː_ɪ,2
f_eː_a,2
f_b_yː,2
f_b_ɔ,2
f_b_ə,2
f_b_aː,2
f_b_a,2
f_ɐ_r,2
f_ɐ_n,2
f_ɐ_h,2
f_ɐ_g,2
f_ai_z,2
f_ai_j,2
f_ai_au,2
f_aː_p,2
f_aː_j,2
f_aː_g,2
f__p:__l,2
ɛː_z_a,2
ɛː_ʊ_n,2
ɛː_t_ʊ,2
ɛː_t_uː,2
ɛː_t_n,2
ɛː_t_eː,2
ɛː_r_ɛ,2
ɛː_n_ʏ,2
ɛː_n_t,2
ɛː_n_ɛ,2
ɛː_n_d,2
ɛː_n_ai,2
ɛː_n_a,2
ɛː_m_m,2
ɛː_m_ɪ,2
ɛː_k_ʃ,2
ɛː_k_n,2
ɛː_j_aː,2
ɛː_ɪ_ʃ,2
ɛː_h_iː,2
ɛː_h_ɛː,2
ɛː_h_eː,2
ɛː_f_oː,2
ɛː_ɛː_ɪ,2
ɛː_eː_s,2
ɛː_d_r,2
ɛː_b_ɛ,2
ɛː_b_ai,2
ɛː_ɐ_yː,2
ɛː_ɐ_uː,2
ɛː_ɐ_b,2
ɛː__p:__a,2
ɛ_t_yː,2
ɛ_t_p,2
ɛ_t_iː,2
ɛ_t__p:_,2
ɛ_ʃ_h,2
ɛ_ʃ_g,2
ɛ_ʃ_f,2
ɛ_ʃ_aː,2
ɛ_s_uː,2
ɛ_s_n,2
ɛ_s_ç,2
ɛ_s_au,2
ɛ_s_ai,2
ɛ_r_yː,2
ɛ_r_uː,2
ɛ_p_k,2
ɛ_p_h,2
ɛ_p_ç,2
ɛ_ŋ_m,2
ɛ_ŋ_b,2
ɛ_n_ɔ,2
ɛ_n_øː,2
ɛ_m_m,2
ɛ_m_eː,2
ɛ_l_uː,2
ɛ_l_iː,2
ɛ_k_p,2
ɛ_k_g,2
ɛ_k__p:_,2
ɛ_g_v,2
ɛ_g_ə,2
ɛ_f_p,2
ɛ_f_ɔ,2
ɛ_f_n,2
ɛ_f_m,2
ɛ_f_iː,2
ɛ_f_eː,2
ɛ_f_d,2
ɛ_ç_g,2
ɛ_ç_eː,2
ɛ_ɐ_r,2
ɛ_ɐ_oː,2
ɛ_ɐ_ɛ,2
ɛ_ɐ_aː,2
ɛ_ɐ_a,2
ə_x_ɔi,2
ə_x_l,2
ə_x_b,2
ə_v_uː,2
ə_t_h,2
ə_t__p:_,2
ə_ʃ_ʏ,2
ə_ʃ_ɛ,2
ə_s_ʔ,2
ə_s_ɛː,2
ə_r_oː,2
ə_p_t,2
ə_ɔi_s,2
ə_ɔ_t,2
ə_ɔ_s,2
ə_oː_z,2
ə_oː_v,2
ə_oː_ɪ,2
ə_oː_a,2
ə_n_ə,2
ə_m_a͜i,2
ə_k_ɛː,2
ə_j_ɔ,2
ə_h_uː,2
ə_g_ʏ,2
ə_g_ai,2
ə_f__p:_,2
ə_ɛ_r,2
ə_eː_v,2
ə_eː_k,2
ə_eː_g,2
ə_d_n,2
ə_d_ə,2
ə_b_øː,2
ə_ai_l,2
ə_aː_s,2
ə_aː_j,2
ə_a_s,2
ə_a_b,2
ə__p:__s,2
eː_x_z,2
eː_x_ʃ,2
eː_x_h,2
eː_v_k,2
eː_v_ə,2
eː_ʊ_ɐ,2
eː_ʃ_n,2
eː_ʃ_iː,2
eː_ʃ_ɛ,2
eː_r_j,2
eː_p_z,2
eː_p_x,2
eː_p_t,2
eː_p_øː,2
eː_p_n,2
eː_p_iː,2
eː_p_eː,2
eː_ɔ_n,2
eː_oː_ʃ,2
eː_oː_p,2
eː_oː_oː,2
eː_oː_n,2
eː_oː_k,2
eː_oː_j,2
eː_oː_h,2
eː_oː_b,2
eː_oː_ɐ,2
eː_n_œ,2
eː_n_øː,2
eː_n_a͜u,2
eː_l_ʏ,2
eː_k_x,2
eː_k_ɛː,2
eː_j_oː,2
eː_j_h,2
eː_h_yː,2
eː_h_uː,2
eː_h_p,2
eː_g_ʏ,2
eː_g_œ,2
eː_f_b,2
eː_f_au,2
eː_ɛ_l,2
eː_eː_t,2
eː_eː_l,2
eː_eː_k,2
eː_eː_f,2
eː_b_œ,2
eː_ɐ_ʏ,2
eː_au_t,2
eː_ai_d,2
eː_aː_p,2
eː_aː_ɐ,2
eː__p:__oː,2
eː__p:__n,2
eː__p:__k,2
eː__p:__g,2
eː__p:__eː,2
eː__p:__b,2
eː__p:__aː,2
d_ʏ_p,2
d_yː_r,2
d_yː_oː,2
d_yː_m,2
d_yː_ɪ,2
d_yː_b,2
d_yː__p:_,2
d_ʊ_x,2
d_uː_ʏ,2
d_uː_x,2
d_uː_ɛː,2
d_ʃ_iː,2
d_r_ʔ,2
d_ɔ_t,2
d_ɔ_s,2
d_ɔ_m,2
d_oː_v,2
d_n_p,2
d_n_oː,2
d_n_aː,2
d_m_z,2
d_m_ʊ,2
d_m_p,2
d_m_l,2
d_m_j,2
d_m_ɪ,2
d_m_ɛ,2
d_m__p:_,2
d_l_iː,2
d_ɪ_z,2
d_ɪ_p,2
d_iː_ʏ,2
d_iː_œ,2
d_eː_ʃ,2
d_eː_j,2
d_eː_aː,2
d_ɐ_x,2
d_au_s,2
d_a͜i_n,2
d_ai_m,2
d_a_v,2
d_a_d,2
ç_ʔ_aː,2
ç_z_v,2
ç_z_ɐ,2
ç_x_z,2
ç_x_ɪ,2
ç_x_ɛ,2
ç_x_eː,2
ç_ʃ_ɔi,2
ç_s_ʊ,2
ç_s_r,2
ç_s_oː,2
ç_s_ai,2
ç_r_yː,2
ç_p_z,2
ç_p_oː,2
ç_p_f,2
ç_ɔi_ç,2
ç_oː_r,2
ç_oː_m,2
ç_oː_h,2
ç_n_yː,2
ç_n_x,2
ç_m_yː,2
ç_m_øː,2
ç_m_f,2
ç_m_ɛː,2
ç_k_yː,2
ç_k_uː,2
ç_j_ʏ,2
ç_j_uː,2
ç_j_oː,2
ç_ɪ_ŋ,2
ç_iː_ʊ,2
ç_h_yː,2
ç_g_oː,2
ç_f_œ,2
ç_f_n,2
ç_ɛː_ɪ,2
ç_ə_x,2
ç_ə_uː,2
ç_ə_eː,2
ç_eː_yː,2
ç_eː_t,2
ç_eː_m,2
ç_b_ʏ,2
ç_ɐ_ʃ,2
ç_ɐ_r,2
ç_au_ɪ,2
ç_au_g,2
ç_a͜u_f,2
ç_a͜u_ç,2
ç_a͜i_g,2
ç_ai_d,2
ç_aː_j,2
ç_a_s,2
ç_a_f,2
ç__p:__s,2
ç__p:__r,2
ç__p:__oː,2
ç__p:__ɛ,2
ç__p:___p:_,2
b_ʔ_aː,2
b_ʏ_n,2
b_yː_m,2
b_yː_ɪ,2
b_yː_b,2
b_ʊ_m,2
b_ʊ_d,2
b_uː_ɪ,2
b_uː_f,2
b_s_x,2
b_s_j,2
b_r_ɛː,2
b_r_ə,2
b_r_a,2
b_ɔi_k,2
b_ɔ_l,2
b_oː_m,2
b_n_uː,2
b_n_ʃ,2
b_n_aː,2
b_k__p:_,2
b_ɪ_d,2
b_iː_aː,2
b_ɛː__p:_,2
b_ɛ_p,2
b_ə_r,2
b_ɐ_ɛː,2
b_au_oː,2
b_au_l,2
b_au_ɪ,2
b_au_h,2
b_au_ɐ,2
b_ai_au,2
b_aː_oː,2
b_aː_l,2
b_aː_f,2
b_a_ʃ,2
ɐ_x_ʃ,2
ɐ_ʃ_œ,2
ɐ_ʃ_h,2
ɐ_ʃ_f,2
ɐ_ʃ_a͜i,2
ɐ_s_x,2
ɐ_s_uː,2
ɐ_s_s,2
ɐ_r_yː,2
ɐ_p_uː,2
ɐ_p_k,2
ɐ_p_ɛː,2
ɐ_ɔ_ŋ,2
ɐ_ɔ_l,2
ɐ_oː_n,2
ɐ_oː_j,2
ɐ_oː_ɪ,2
ɐ_ŋ_k,2
ɐ_ŋ_au,2
ɐ_m_r,2
ɐ_m_øː,2
ɐ_m_j,2
ɐ_l_yː,2
ɐ_l_v,2
ɐ_l_k,2
ɐ_l_d,2
ɐ_k_yː,2
ɐ_k_ɔi,2
ɐ_k_ç,2
ɐ_k_b,2
ɐ_j_ʏ,2
ɐ_ɪ_z,2
ɐ_ɪ_t,2
ɐ_ɪ_g,2
ɐ_iː_ɪ,2
ɐ_iː_g,2
ɐ_h_uː,2
ɐ_g_ʏ,2
ɐ_f_x,2
ɐ_f_h,2
ɐ_f_f,2
ɐ_f_ɐ,2
ɐ_ɛː_d,2
ɐ_ɛ_p,2
ɐ_ə_k,2
ɐ_eː_v,2
ɐ_eː_l,2
ɐ_eː_k,2
ɐ_eː_ɪ,2
ɐ_eː__p:_,2
ɐ_d_ʏ,2
ɐ_ç_x,2
ɐ_ç_k,2
ɐ_ç_j,2
ɐ_b_ɐ,2
ɐ_au_ʃ,2
ɐ_aː_v,2
ɐ_aː_k,2
ɐ_aː_d,2
ɐ_aː__p:_,2
ɐ__p:__ɔ,2
ɐ__p:__l,2
ɐ__p:__k,2
ɐ__p:__ɛː,2
au_z_ʊ,2
au_z_eː,2
au_x_h,2
au_v_ʊ,2
au_v_r,2
au_t_t,2
au_t_ʃ,2
au_t_l,2
au_t_ɛ,2
au_t_eː,2
au_t_b,2
au_t_au,2
au_ʃ_v,2
au_ʃ_ʃ,2
au_ʃ_øː,2
au_ʃ_h,2
au_ʃ_ɛ,2
au_ʃ_eː,2
au_ʃ_au,2
au_s_yː,2
a͜u_s_p,2
au_r_ɛ,2
au_p_ɔ,2
au_oː_k,2
au_n_h,2
au_n_b,2
au_m_z,2
au_m_n,2
au_m_l,2
au_m_k,2
au_m_ə,2
au_m_au,2
au_l_uː,2
au_l_ɛ,2
au_l_ə,2
au_l_ai,2
au_k_oː,2
au_k_ai,2
au_g_uː,2
au_f_ʏ,2
a͜u_f_d,2
au_ɛ_r,2
au_ə_v,2
au_ə_au,2
au_ə__p:_,2
au_eː_b,2
au_eː_ɐ,2
a͜u_ç_n,2
a͜u_ç__p:_,2
a͜u_b_ə,2
au_b_eː,2
au_ɐ_z,2
au_ɐ_n,2
au_ɐ_m,2
au_ɐ_g,2
au_au_ç,2
au_aː_n,2
au_a_ɐ,2
au__p:__ʊ,2
au__p:__n,2
ai_ʔ_aː,2
ai_z_uː,2
ai_z_au,2
ai_yː_b,2
ai_x_v,2
ai_x_n,2
ai_x_f,2
ai_v_a,2
ai_t_ɔi,2
ai_t_ɛː,2
ai_t_ç,2
a͜i_ʃ_t,2
ai_ʃ_øː,2
ai_ʃ_l,2
ai_ʃ_j,2
ai_ʃ_ə,2
a͜i_s_n,2
a͜i_s_eː,2
ai_r_oː,2
ai_r_ɪ,2
ai_r_iː,2
ai_r_au,2
a͜i_r_aː,2
ai_p_v,2
ai_oː_n,2
ai_oː_l,2
ai_ŋ_r,2
ai_ŋ_aː,2
a͜i_n_ʊ,2
a͜i_n_g,2
a͜i_n_ɐ,2
a͜i_n_a,2
ai_m_ɔ,2
a͜i_l_v,2
ai_l_uː,2
a͜i_l_s,2
ai_k_z,2
ai_k_yː,2
ai_k_ʊ,2
ai_k_s,2
ai_k_œ,2
ai_k_g,2
ai_k_f,2
ai_k_ai,2
ai_h_ɔ,2
ai_h_ɛ,2
ai_h_eː,2
ai_g_uː,2
ai_g_t,2
ai_g_ɪ,2
ai_f_ʏ,2
ai_f_yː,2
ai_f_b,2
ai_ə_l,2
ai_ə__p:_,2
ai_eː_r,2
ai_d_m,2
ai_ç_p,2
ai_b_iː,2
ai_b_aː,2
ai_ɐ_k,2
ai_au_s,2
ai_ai_ŋ,2
ai_ai_g,2
ai_aː_p,2
ai_a_x,2
ai_a_v,2
ai_a_p,2
ai_a_m,2
ai__p:__v,2
ai__p:__t,2
ai__p:__oː,2
ai__p:__ɪ,2
ai__p:__d,2
ai__p:__ai,2
ai__p:__a,2
ai__p:___p:_,2
aː_z_j,2
aː_v_n,2
aː_t_ɛː,2
aː_ʃ_ɛ,2
aː_s_ʏ,2
aː_s_iː,2
aː_oː_ɐ,2
aː_ŋ_t,2
aː_n_œ,2
aː_k_yː,2
aː_k_p,2
aː_k_iː,2
aː_k_ɛː,2
aː_j_s,2
aː_iː_v,2
aː_h_ʊ,2
aː_f_uː,2
aː_f_m,2
aː_f_ɐ,2
aː_ɛ_s,2
aː_eː_t,2
aː_eː_ʃ,2
aː_eː_r,2
aː_eː_ɪ,2
aː_eː_ɛ,2
aː_d_ɔi,2
aː_b_ɔ,2
aː_ɐ_ɔ,2
aː_ɐ_ɛː,2
aː_au_ʃ,2
aː_au_m,2
aː_au_ɪ,2
aː_au_ɛ,2
aː_au__p:_,2
aː_ai_m,2
aː_ai_d,2
aː_aː_j,2
aː__p:__ɔ,2
a_z_yː,2
a_z_ɛ,2
a_z_aː,2
a_z__p:_,2
a_x_iː,2
a_v_ʏ,2
a_v_ɔ,2
a_v_a,2
a_t_ç,2
a_ʃ_h,2
a_ʃ_g,2
a_s_uː,2
a_r_ʊ,2
a_r_ɛ,2
a_r_a,2
a_p_p,2
a_p_øː,2
a_p_m,2
a_p_eː,2
a_p_ç,2
a_p_ɐ,2
a_ŋ_ɔ,2
a_ŋ_ai,2
a_m_yː,2
a_m_ɔ,2
a_k_œ,2
a_k_m,2
a_k__p:_,2
a_h_ɔi,2
a_h_ɪ,2
a_g_l,2
a_g_ɪ,2
a_f_ʃ,2
a_b_ʊ,2
a_b_au,2
a_b_ai,2
a_aː_z,2
a_aː_m,2
a_a_p,2
a__p:__v,2
a__p:__r,2
a__p:__ɪ,2
_p:__z_a͜i,2
_p:__v_ʏ,2
_p:__v_uː,2
_p:__v_n,2
_p:__ʊ_ɐ,2
_p:__t_f,2
_p:__t_d,2
_p:__t_ai,2
_p:__ʃ_ʊ,2
_p:__ʃ_ɪ,2
_p:__ʃ_iː,2
_p:__ʃ_ɛ,2
_p:__s_z,2
_p:__s_t,2
_p:__s_ʃ,2
_p:__s_s,2
_p:__s_g,2
_p:__s_f,2
_p:__s_b,2
_p:__s_a,2
_p:__s__p:_,2
_p:__œ_f,2
_p:__oː_uː,2
_p:__oː_t,2
_p:__oː_oː,2
_p:__ŋ_v,2
_p:__ŋ_aː,2
_p:__n_z,2
_p:__n_g,2
_p:__n_ç,2
_p:__m_œ,2
_p:__l_ɪ,2
_p:__l_ə,2
_p:__l_eː,2
_p:__k_t,2
_p:__k_ɛ,2
_p:__j_t,2
_p:__j_oː,2
_p:__j_ai,2
_p:__ɪ_ʃ,2
_p:__iː_m,2
_p:__iː__p:_,2
_p:__h_uː,2
_p:__h_p,2
_p:__h_œ,2
_p:__f_s,2
_p:__f_j,2
_p:__f_ɛː,2
_p:__ɛː_p,2
_p:__ɛː_ɛː,2
_p:__ɛ_s,2
_p:__ə_k,2
_p:__eː_l,2
_p:__eː_j,2
_p:__eː_f,2
_p:__d_ə,2
_p:__d_ai,2
_p:__b_uː,2
_p:__b_ɔ,2
_p:__b_oː,2
_p:__aː_v,2
_p:__aː_s,2
_p:__aː_k,2
_p:__a_s,2
_p:___p:__m,2
_p:___p:__h,2
_p:___p:__aː,2
ʔ_eː_r,1
ʔ_aː_x,1
ʔ_aː_ʃ,1
ʔ_aː_r,1
ʔ_aː_p,1
z_ʔ_aː,1
z_ʏ_ŋ,1
z_yː_m,1
z_yː_k,1
z_yː_ə,1
z_yː__p:_,1
z_v_k,1
z_v_ə,1
z_ʊ_t,1
z_ʊ_g,1
z_ʊ_f,1
z_ʊ_d,1
z_uː_s,1
z_uː_n,1
z_uː_ɪ,1
z_uː_h,1
z_uː_g,1
z_uː_ɛ,1
z_uː_d,1
z_t_ʔ,1
z_t_s,1
z_t_h,1
z_t_a,1
z_ʃ_p,1
z_s_ɐ,1
z_p_uː,1
z_p_t,1
z_p_ʃ,1
z_p__p:_,1
z_ɔi_s,1
z_ɔi_ə,1
z_ɔi_aː,1
z_ɔ_x,1
z_ɔ_p,1
z_œ_l,1
z_oː_ʔ,1
z_oː_ʏ,1
z_oː_øː,1
z_øː_ɐ,1
z_m_t,1
z_m_oː,1
z_k_ʊ,1
z_k_s,1
z_k_p,1
z_k__p:_,1
z_j_ʃ,1
z_iː_a͜u,1
z_h_aː,1
z_f_eː,1
z_ɛː_m,1
z_ɛ_r,1
z_ç_oː,1
z_b_a,1
z_ɐ_oː,1
z_ɐ_j,1
z_au_ʊ,1
z_au_r,1
z_au_l,1
z_ai_v,1
z_ai_ʊ,1
z_ai_ʃ,1
z_ai_r,1
z_ai_iː,1
z_ai_h,1
z_ai_aː,1
z_ai_a,1
z_aː_ʃ,1
z_aː_ɔ,1
z_aː_j,1
z_aː_eː,1
z_a_z,1
z_a_v,1
z_a_ʊ,1
z_a_oː,1
z_a_a,1
z_a__p:_,1
z__p:__d,1
ʏ_z_oː,1
ʏ_t_ɪ,1
ʏ_ʃ_ɪ,1
ʏ_ʃ_a,1
ʏ_s_z,1
ʏ_s_v,1
ʏ_s_iː,1
ʏ_s_h,1
ʏ_s_f,1
ʏ_s_ç,1
ʏ_r_aː,1
ʏ_p_ɪ,1
ʏ_p_ɛ,1
ʏ_ŋ_s,1
ʏ_ŋ_ə,1
ʏ_n_v,1
ʏ_n_ɪ,1
ʏ_p_ɪ,1
ʏ_n_aː,1
ʏ_m_ə,1
ʏ_m_ɐ,1
ʏ_l_yː,1
ʏ_l_uː,1
ʏ_l_ʃ,1
ʏ_l_s,1
ʏ_l_l,1
ʏ_l_k,1
ʏ_l_iː,1
ʏ_l_ɛ,1
ʏ_l__p:_,1
ʏ_k_yː,1
ʏ_k_x,1
ʏ_k_j,1
ʏ_k_ai,1
ʏ_f_l,1
ʏ_f_ɛ,1
ʏ_f_eː,1
ʏ_ç_p,1
ʏ_ç_l,1
ʏ_ç_d,1
ʏ_ç_a,1
ʏ_ɐ_ʃ,1
yː_z_ʊ,1
yː_z_ɔ,1
yː_z_h,1
yː_yː_b,1
yː_v_ʏ,1
yː_v_ʊ,1
yː_v_oː,1
yː_v_ɛː,1
yː_v_a,1
yː_ʊ_ŋ,1
yː_t_z,1
yː_t_v,1
yː_t_ɔ,1
yː_t_h,1
yː_s_yː,1
yː_p_n,1
yː_s__p:_,1
yː_r_ɔ,1
yː_r_œ,1
yː_r_aː,1
yː_p_v,1
yː_p_t,1
yː_p_oː,1
yː_p_n,1
yː_p_m,1
yː_p_l,1
yː_p_j,1
yː_r_œ,1
yː_p_au,1
yː_p_ai,1
yː_p_aː,1
yː_p__p:_,1
yː_ɔ_f,1
yː_oː_t,1
yː_oː_f,1
yː_n_z,1
yː_n_uː,1
yː_n_k,1
yː_n_g,1
yː_n_f,1
yː_n__p:_,1
yː_m_ʃ,1
yː_m_ɔ,1
yː_n_u,1
yː_m_m,1
yː_m_k,1
yː_m_h,1
yː_m_g,1
yː_m_f,1
yː_m_ai,1
yː_l_x,1
yː_l_p,1
yː_l_ɔi,1
yː_l_ɔ,1
yː_l_ɛː,1
yː_l_b,1
yː_k_r,1
yː_k_p,1
yː_k_ɔ,1
yː_k_oː,1
yː_k_ai,1
yː_h_ʏ,1
yː_h_ʊ,1
yː_h_øː,1
yː_h_ɪ,1
yː_h_iː,1
yː_g_l,1
yː_g_ɪ,1
yː_g_a,1
yː_f_yː,1
yː_f_uː,1
yː_f_r,1
yː_f_ɔi,1
yː_f_ɔ,1
yː_ɛ_s,1
yː_ɛ_n,1
yː_ɛ_l,1
yː_ə_v,1
yː_ə_h,1
yː_ə_d,1
yː_ə_au,1
yː_ə_ai,1
yː_eː_f,1
yː_eː_ɐ,1
yː_d_r,1
yː_b_uː,1
yː_b_oː,1
yː_b_a,1
yː_ɐ_œ,1
yː_ɐ_eː,1
yː_ai_v,1
yː_ai_oː,1
yː_ai_ɪ,1
yː_aː_m,1
yː_ɛ_l,1
yː_a_n,1
yː_a_k,1
yː__p:__z,1
yː__p:__ʃ,1
yː__p:__l,1
yː__p:__ɪ,1
x_z_ʏ,1
x_ʏ_p,1
x_x_s,1
x_x_iː,1
x_x_g,1
x_x_ɛ,1
x_x_eː,1
x_x_b,1
x_x_au,1
x_x_aː,1
x_v_ə,1
x_ʊ_k,1
x_ʊ_ɐ,1
x_t_ʏ,1
x_t_œ,1
x_t_iː,1
x_ʃ_z,1
x_ʃ_ʏ,1
x_ʃ_h,1
x_ʃ_d,1
x_ʃ_a͜u,1
x_ʃ_aː,1
x_s_z,1
x_s_eː,1
x_s_aː,1
x_r_aː,1
x_r_a,1
x_p_z,1
x_p_uː,1
x_p_t,1
x_p_eː,1
x_ɔi_ç,1
x_ɔ_r,1
x_ɔ_p,1
x_oː_z,1
x_øː_r,1
x_oː_r,1
x_oː_g,1
x_n_yː,1
x_n_x,1
x_n_ʊ,1
x_n_s,1
x_n_j,1
x_m_s,1
x_m_øː,1
x_m_h,1
x_m_g,1
x_m_d,1
x_m__p:_,1
x_l_ɛː,1
x_k_yː,1
x_k_ɛː,1
x_j_oː,1
x_ɪ_t,1
x_ɪ_ʃ,1
x_ɪ_p,1
x_ɪ_g,1
x_iː_g,1
x_iː_au,1
x_iː_aː,1
x_h_yː,1
x_h_œ,1
x_h_oː,1
x_h_m,1
x_g_ʏ,1
x_g_yː,1
x_g_m,1
x_f_s,1
x_f_œ,1
x_f_m,1
x_f_ɛː,1
x_ɛː_v,1
x_ɛ_t,1
x_ɛ_ŋ,1
x_ɛ_f,1
x_ə_ɔ,1
x_d_oː,1
x_d_au,1
x_b_ʔ,1
x_ɐ_ʃ,1
x_ɐ_s,1
x_au_z,1
x_au_l,1
x_au_ai,1
x_ai_s,1
x_ai_l,1
x_ai_ai,1
x_aː_l,1
x_aː_k,1
x_aː_h,1
x_aː_f,1
x_aː_d,1
x_a_t,1
x_a_s,1
x__p:__yː,1
x__p:__x,1
x__p:__ʊ,1
x__p:__oː,1
x__p:__l,1
x__p:__g,1
x__p:__ɛ,1
x__p:__au,1
x__p:__ai,1
v_yː_f,1
v_ʊ_ʃ,1
v_uː_s,1
v_uː_h,1
v_uː_ɛː,1
v_t_v,1
v_t_r,1
v_t_m,1
v_t_k,1
v_t_h,1
v_t_au,1
v_r_yː,1
v_r_p,1
v_r_œ,1
v_r_oː,1
v_p_oː,1
v_œ_ʊ,1
v_œ_ç,1
v_oː_uː,1
v_oː_ɔ,1
v_oː_ŋ,1
v_oː_ɐ,1
v_ŋ_r,1
v_n_yː,1
v_n_ʊ,1
v_n_ʃ,1
v_n_l,1
v_n_h,1
v_n_ɛ,1
v_n_ai,1
v_n_aː,1
v_m_t,1
v_m_ʃ,1
v_m_ɛ,1
v_m_aː,1
v_l_oː,1
v_l_f,1
v_l_eː,1
v_l_au,1
v_k_uː,1
v_k_t,1
v_k_p,1
v_k_h,1
v_k_f,1
v_k_au,1
v_k_aː,1
v_k_a,1
v_ɪ_v,1
v_ɪ_b,1
v_iː_œ,1
v_iː_ɛː,1
v_iː_ç,1
v_g_ə,1
v_ɛː_z,1
v_ɛː_m,1
v_ɛː_j,1
v_ɛː_d,1
v_ɛ_m,1
v_ə_z,1
v_ə_r,1
v_ə_oː,1
v_ə_j,1
v_ə_ɪ,1
v_ə_d,1
v_ə__p:_,1
v_eː_uː,1
v_eː_ʃ,1
v_eː_p,1
v_eː_oː,1
v_eː_a,1
v_d_ɔ,1
v_ɐ_z,1
v_ɐ_uː,1
v_ɐ_r,1
v_ɐ_oː,1
v_ɐ_k,1
v_ɐ_d,1
v_au__p:_,1
v_a͜i_n,1
v_a͜i_ɪ,1
v_ai_iː,1
v_ai_ɛː,1
v_ai_ə,1
v_aː_j,1
v_aː_ɪ,1
v_aː_au,1
v_a_ʊ,1
v_a_p,1
v_a_m,1
v_a_ai,1
v_a_a,1
v_a__p:_,1
v__p:__f,1
ʊ_z_t,1
ʊ_z_oː,1
ʊ_z_ɪ,1
ʊ_z__p:_,1
ʊ_x_yː,1
ʊ_x_p,1
ʊ_t_oː,1
ʊ_t_n,1
ʊ_t_l,1
ʊ_t_j,1
ʊ_t_ç,1
ʊ_t_b,1
ʊ_t_aː,1
ʊ_ʃ_v,1
ʊ_ʃ_ʊ,1
ʊ_ʃ_ʃ,1
ʊ_ʃ_s,1
ʊ_ʃ_œ,1
ʊ_ʃ_n,1
ʊ_ʃ_l,1
ʊ_ʃ_j,1
ʊ_ʃ_iː,1
ʊ_ʃ_f,1
ʊ_ʃ_eː,1
ʊ_ʃ_ɐ,1
ʊ_ʃ_a͜u,1
ʊ_ʃ_a,1
ʊ_s_ʏ,1
ʊ_s_ɛː,1
ʊ_r_ə,1
ʊ_r_eː,1
ʊ_r_aː,1
ʊ_p_v,1
ʊ_p_ʊ,1
ʊ_p_oː,1
ʊ_p_iː,1
ʊ_p_g,1
ʊ_p_eː,1
ʊ_ŋ_ŋ,1
ʊ_n_yː,1
ʊ_n_ʊ,1
ʊ_n_oː,1
ʊ_n_ŋ,1
ʊ_n_n,1
ʊ_n_aː,1
ʊ_m_m,1
ʊ_l_n,1
ʊ_l_j,1
ʊ_l_h,1
ʊ_l_ɛ,1
ʊ_l_ə,1
ʊ_l_eː,1
ʊ_l_ɐ,1
ʊ_l_aː,1
ʊ_l__p:_,1
ʊ_k_r,1
ʊ_k_j,1
ʊ_g_m,1
ʊ_g_l,1
ʊ_f_z,1
ʊ_f_r,1
ʊ_f_k,1
ʊ_f_j,1
ʊ_f_g,1
ʊ_f_ə,1
ʊ_f_ç,1
ʊ_d_yː,1
ʊ_d_a,1
uː_z_ʏ,1
uː_z_ɐ,1
uː_z_au,1
uː_yː_v,1
uː_yː_f,1
uː_yː_d,1
uː_x_t,1
uː_x_r,1
uː_x_m,1
uː_v_r,1
uː_v_ɔ,1
uː_v_œ,1
uː_v_n,1
uː_v_h,1
uː_ʊ_ŋ,1
uː_uː_z,1
uː_uː_ʊ,1
uː_uː_s,1
uː_ʃ_ʏ,1
uː_ʃ_ʊ,1
uː_ʃ_œ,1
uː_ʃ_øː,1
uː_ʃ_ɪ,1
uː_ʃ_iː,1
uː_s_p,1
uː_s_eː,1
uː_r_ɔi,1
uː_r_oː,1
uː_p_z,1
uː_p_t,1
uː_p_øː,1
uː_p_k,1
uː_p_h,1
uː_p_aː,1
uː_p__p:_,1
uː_ɔi_s,1
uː_ɔ_x,1
uː_ɔ_s,1
uː_oː_t,1
uː_oː_k,1
uː_oː_b,1
uː_n_ʏ,1
uː_n_øː,1
uː_n_ɛː,1
uː_n_ç,1
uː_m_yː,1
uː_m_œ,1
uː_m_øː,1
uː_m_a͜i,1
uː_l_yː,1
uː_l_s,1
uː_l_r,1
uː_l_p,1
uː_l_ɔ,1
uː_l_œ,1
uː_l_n,1
uː_l_m,1
uː_l_k,1
uː_l_j,1
uː_l_d,1
uː_iː_v,1
uː_k_ʃ,1
uː_k_eː,1
uː_j_ʊ,1
uː_ɪ_z,1
uː_ɪ_ŋ,1
uː_ɪ_k,1
uː_iː_v,1
uː_iː_t,1
uː_iː_r,1
uː_iː_d,1
uː_g_ɔ,1
uː_g_n,1
uː_f_x,1
uː_f_v,1
uː_f_ʃ,1
uː_f_ɔi,1
uː_f_ɔ,1
uː_f_œ,1
uː_f_n,1
uː_f_g,1
uː_f_b,1
uː_f__p:_,1
uː_ɛː__p:_,1
uː_ɛ_m,1
uː_ɛ_l,1
uː_ə_aː,1
uː_eː_r,1
uː_eː_n,1
uː_eː_d,1
uː_eː_b,1
uː_d_yː,1
uː_d_ɔi,1
uː_d_m,1
uː_d_d,1
uː_b_ʏ,1
